task,variant,seed,n_params,label,seq_len,token_acc,seq_acc
selective_copy,alibi,2,3160064,L1,144,0.9994791666666667,0.9916666666666667
selective_copy,alibi,2,3160064,L2,272,0.9716145833333333,0.6708333333333333
selective_copy,alibi,2,3160064,L3,400,0.8489583333333334,0.08541666666666667
selective_copy,alibi,2,3160064,L4,528,0.706640625,0.00625
selective_copy,cable,0,3168288,L1,144,0.1296875,0.0
selective_copy,cable,0,3168288,L2,272,0.12903645833333333,0.0
selective_copy,cable,0,3168288,L3,400,0.12825520833333334,0.0
selective_copy,cable,0,3168288,L4,528,0.12083333333333333,0.0
selective_copy,cable,1,3168288,L1,144,0.17942708333333332,0.0
selective_copy,cable,1,3168288,L2,272,0.18072916666666666,0.0
selective_copy,cable,1,3168288,L3,400,0.178125,0.0
selective_copy,cable,1,3168288,L4,528,0.17272135416666667,0.0
selective_copy,cable,2,3168288,L1,144,0.22317708333333333,0.0
selective_copy,cable,2,3168288,L2,272,0.21920572916666667,0.0
selective_copy,cable,2,3168288,L3,400,0.21516927083333334,0.0
selective_copy,cable,2,3168288,L4,528,0.20787760416666667,0.0
selective_copy,learned,0,3295744,L1,144,1.0,1.0
selective_copy,learned,0,3295744,L2,272,0.151953125,0.0
selective_copy,learned,0,3295744,L3,400,0.12037760416666667,0.0
selective_copy,learned,0,3295744,L4,528,0.1130859375,0.0
selective_copy,learned,1,3295744,L1,144,1.0,1.0
selective_copy,learned,1,3295744,L2,272,0.1291015625,0.0
selective_copy,learned,1,3295744,L3,400,0.09837239583333333,0.0
selective_copy,learned,1,3295744,L4,528,0.11197916666666667,0.0
selective_copy,learned,2,3295744,L1,144,1.0,1.0
selective_copy,learned,2,3295744,L2,272,0.0857421875,0.0
selective_copy,learned,2,3295744,L3,400,0.06764322916666667,0.0
selective_copy,learned,2,3295744,L4,528,0.06966145833333333,0.0
selective_copy,nope,0,3160064,L1,144,0.9994140625,0.9916666666666667
selective_copy,nope,0,3160064,L2,272,0.9992838541666667,0.990625
selective_copy,nope,0,3160064,L3,400,0.99453125,0.9447916666666667
selective_copy,nope,0,3160064,L4,528,0.9761067708333333,0.7947916666666667
selective_copy,nope,1,3160064,L1,144,0.999609375,0.99375
selective_copy,nope,1,3160064,L2,272,0.9971354166666667,0.9572916666666667
selective_copy,nope,1,3160064,L3,400,0.9419270833333333,0.5072916666666667
selective_copy,nope,1,3160064,L4,528,0.73984375,0.04583333333333333
selective_copy,nope,2,3160064,L1,144,0.9997395833333333,0.9958333333333333
selective_copy,nope,2,3160064,L2,272,0.9977864583333333,0.9666666666666667
selective_copy,nope,2,3160064,L3,400,0.9732421875,0.725
selective_copy,nope,2,3160064,L4,528,0.8719401041666667,0.24479166666666666
selective_copy,rope,0,3160064,L1,144,0.9998697916666667,0.9979166666666667
selective_copy,rope,0,3160064,L2,272,0.1814453125,0.0
selective_copy,rope,0,3160064,L3,400,0.11393229166666667,0.0
selective_copy,rope,0,3160064,L4,528,0.07526041666666666,0.0
selective_copy,rope,1,3160064,L1,144,0.9995442708333333,0.9927083333333333
selective_copy,rope,1,3160064,L2,272,0.20455729166666667,0.0
selective_copy,rope,1,3160064,L3,400,0.1330078125,0.0
selective_copy,rope,1,3160064,L4,528,0.09368489583333334,0.0
selective_copy,rope,2,3160064,L1,144,0.9998046875,0.996875
selective_copy,rope,2,3160064,L2,272,0.17057291666666666,0.0
selective_copy,rope,2,3160064,L3,400,0.15013020833333332,0.0
selective_copy,rope,2,3160064,L4,528,0.1166015625,0.0
selective_copy,semrf_hard,0,3246467,L1,144,0.998828125,0.98125
selective_copy,semrf_hard,0,3246467,L2,272,0.9755859375,0.7
selective_copy,semrf_hard,0,3246467,L3,400,0.8492838541666666,0.08958333333333333
selective_copy,semrf_hard,0,3246467,L4,528,0.6553385416666667,0.0020833333333333333
selective_copy,semrf_hard,1,3246467,L1,144,0.9993489583333334,0.9895833333333334
selective_copy,semrf_hard,1,3246467,L2,272,0.9768880208333334,0.6958333333333333
selective_copy,semrf_hard,1,3246467,L3,400,0.8653645833333333,0.06354166666666666
selective_copy,semrf_hard,1,3246467,L4,528,0.70546875,0.0020833333333333333
selective_copy,semrf_K64,0,3262979,L1,144,0.9993489583333334,0.9895833333333334
selective_copy,semrf_K64,0,3262979,L2,272,0.9744791666666667,0.6854166666666667
selective_copy,semrf_K64,0,3262979,L3,400,0.879296875,0.12916666666666668
selective_copy,semrf_K64,0,3262979,L4,528,0.7483723958333334,0.010416666666666666
selective_copy,semrf_K64,1,3262979,L1,144,0.9990234375,0.984375
selective_copy,semrf_K64,1,3262979,L2,272,0.9834635416666667,0.76875
selective_copy,semrf_K64,1,3262979,L3,400,0.9241536458333334,0.28020833333333334
selective_copy,semrf_K64,1,3262979,L4,528,0.8263671875,0.03958333333333333
selective_copy,semrf_K8,0,3244163,L1,144,0.9994140625,0.990625
selective_copy,semrf_K8,0,3244163,L2,272,0.9679036458333333,0.640625
selective_copy,semrf_K8,0,3244163,L3,400,0.8450520833333334,0.06354166666666666
selective_copy,semrf_K8,0,3244163,L4,528,0.6797526041666667,0.004166666666666667
selective_copy,semrf_K8,1,3244163,L1,144,0.9995442708333333,0.9927083333333333
selective_copy,semrf_K8,1,3244163,L2,272,0.989453125,0.8510416666666667
selective_copy,semrf_K8,1,3244163,L3,400,0.9348958333333334,0.346875
selective_copy,semrf_K8,1,3244163,L4,528,0.8421223958333334,0.07083333333333333
selective_copy,semrf_no_res,0,3230083,L1,144,0.9994140625,0.990625
selective_copy,semrf_no_res,0,3230083,L2,272,0.9777994791666667,0.709375
selective_copy,semrf_no_res,0,3230083,L3,400,0.8652994791666667,0.11041666666666666
selective_copy,semrf_no_res,0,3230083,L4,528,0.69453125,0.007291666666666667
selective_copy,semrf_no_res,1,3230083,L1,144,0.9993489583333334,0.9895833333333334
selective_copy,semrf_no_res,1,3230083,L2,272,0.9805338541666667,0.7416666666666667
selective_copy,semrf_no_res,1,3230083,L3,400,0.889453125,0.16145833333333334
selective_copy,semrf_no_res,1,3230083,L4,528,0.7503255208333334,0.013541666666666667
selective_copy,semrf_no_sem,0,3246211,L1,144,0.9990885416666667,0.9854166666666667
selective_copy,semrf_no_sem,0,3246211,L2,272,0.9779296875,0.7197916666666667
selective_copy,semrf_no_sem,0,3246211,L3,400,0.8590494791666666,0.09375
selective_copy,semrf_no_sem,0,3246211,L4,528,0.6881510416666666,0.004166666666666667
selective_copy,semrf_no_sem,1,3246211,L1,144,0.9991536458333333,0.9864583333333333
selective_copy,semrf_no_sem,1,3246211,L2,272,0.977734375,0.715625
selective_copy,semrf_no_sem,1,3246211,L3,400,0.8669270833333333,0.115625
selective_copy,semrf_no_sem,1,3246211,L4,528,0.7093098958333334,0.00625
selective_copy,semrf_no_time,0,3246339,L1,144,0.9991536458333333,0.9864583333333333
selective_copy,semrf_no_time,0,3246339,L2,272,0.9968098958333333,0.9572916666666667
