task,variant,seed,n_params,distance,acc,n
assoc_recall,cable,0,3172128,28.31927357937903,1.0,1707
assoc_recall,cable,0,3172128,32.3585237258348,1.0,1707
assoc_recall,cable,1,3172128,7.589097303634232,1.0,1706
assoc_recall,cable,1,3172128,11.579964850615115,1.0,1707
assoc_recall,cable,1,3172128,14.039250146455771,1.0,1707
assoc_recall,cable,1,3172128,16.019343493552167,1.0,1706
assoc_recall,cable,1,3172128,17.68424135910955,1.0,1707
assoc_recall,cable,1,3172128,19.38722905682484,1.0,1707
assoc_recall,cable,1,3172128,20.80187573270809,1.0,1706
assoc_recall,cable,1,3172128,22.398359695371997,1.0,1707
assoc_recall,cable,1,3172128,24.080257762155828,1.0,1707
assoc_recall,cable,1,3172128,26.070926143024618,1.0,1706
assoc_recall,cable,1,3172128,28.623315758640892,1.0,1707
assoc_recall,cable,1,3172128,32.62272993555946,1.0,1707
assoc_recall,cable,2,3172128,7.531066822977726,1.0,1706
assoc_recall,cable,2,3172128,11.549502050380784,1.0,1707
assoc_recall,cable,2,3172128,13.971880492091389,1.0,1707
assoc_recall,cable,2,3172128,15.930246189917936,1.0,1706
assoc_recall,cable,2,3172128,17.61394258933802,1.0,1707
assoc_recall,cable,2,3172128,19.282366725248973,1.0,1707
assoc_recall,cable,2,3172128,20.702227432590856,1.0,1706
assoc_recall,cable,2,3172128,22.31458699472759,1.0,1707
assoc_recall,cable,2,3172128,23.99765670767428,1.0,1707
assoc_recall,cable,2,3172128,25.964243845252053,1.0,1706
assoc_recall,cable,2,3172128,28.376684241359108,1.0,1707
assoc_recall,cable,2,3172128,32.471587580550676,1.0,1707
assoc_recall,learned,0,3262464,7.53810082063306,0.283704572098476,1706
assoc_recall,learned,0,3262464,11.390158172231986,0.2735793790275337,1707
assoc_recall,learned,0,3262464,13.827768014059753,0.27240773286467485,1707
assoc_recall,learned,0,3262464,15.74208675263775,0.25615474794841736,1706
assoc_recall,learned,0,3262464,17.540714704159345,0.2560046865846514,1707
assoc_recall,learned,0,3262464,19.19742237844171,0.27006444053895723,1707
assoc_recall,learned,0,3262464,20.64126611957796,0.2514654161781946,1706
assoc_recall,learned,0,3262464,22.333333333333332,0.2618629173989455,1707
assoc_recall,learned,0,3262464,24.013473930872877,0.2548330404217926,1707
assoc_recall,learned,0,3262464,25.95896834701055,0.2508792497069168,1706
assoc_recall,learned,0,3262464,28.31927357937903,0.24077328646748683,1707
assoc_recall,learned,0,3262464,32.3585237258348,0.2612770943175161,1707
assoc_recall,learned,1,3262464,7.589097303634232,0.26436107854630714,1706
assoc_recall,learned,1,3262464,11.579964850615115,0.2589338019917985,1707
assoc_recall,learned,1,3262464,14.039250146455771,0.2677211482132396,1707
assoc_recall,learned,1,3262464,16.019343493552167,0.24970691676436108,1706
assoc_recall,learned,1,3262464,17.68424135910955,0.22495606326889278,1707
assoc_recall,learned,1,3262464,19.38722905682484,0.2536613942589338,1707
assoc_recall,learned,1,3262464,20.80187573270809,0.2543962485345838,1706
assoc_recall,learned,1,3262464,22.398359695371997,0.24838898652606914,1707
assoc_recall,learned,1,3262464,24.080257762155828,0.2454598711189221,1707
assoc_recall,learned,1,3262464,26.070926143024618,0.24794841735052756,1706
assoc_recall,learned,1,3262464,28.623315758640892,0.24253075571177504,1707
assoc_recall,learned,1,3262464,32.62272993555946,0.255418863503222,1707
assoc_recall,learned,2,3262464,7.531066822977726,0.28487690504103164,1706
assoc_recall,learned,2,3262464,11.549502050380784,0.2888107791446983,1707
assoc_recall,learned,2,3262464,13.971880492091389,0.2735793790275337,1707
assoc_recall,learned,2,3262464,15.930246189917936,0.2637749120750293,1706
assoc_recall,learned,2,3262464,17.61394258933802,0.2753368482718219,1707
assoc_recall,learned,2,3262464,19.282366725248973,0.2665495020503808,1707
assoc_recall,learned,2,3262464,20.702227432590856,0.2555685814771395,1706
assoc_recall,learned,2,3262464,22.31458699472759,0.27240773286467485,1707
assoc_recall,learned,2,3262464,23.99765670767428,0.2665495020503808,1707
assoc_recall,learned,2,3262464,25.964243845252053,0.2584994138335287,1706
assoc_recall,learned,2,3262464,28.376684241359108,0.2501464557703574,1707
assoc_recall,learned,2,3262464,32.471587580550676,0.255418863503222,1707
assoc_recall,nope,0,3163904,7.53810082063306,0.27139507620164127,1706
assoc_recall,nope,0,3163904,11.390158172231986,0.27299355594610425,1707
assoc_recall,nope,0,3163904,13.827768014059753,0.2677211482132396,1707
assoc_recall,nope,0,3163904,15.74208675263775,0.25263774912075027,1706
assoc_recall,nope,0,3163904,17.540714704159345,0.2601054481546573,1707
assoc_recall,nope,0,3163904,19.19742237844171,0.2671353251318102,1707
assoc_recall,nope,0,3163904,20.64126611957796,0.2502930832356389,1706
assoc_recall,nope,0,3163904,22.333333333333332,0.2694786174575278,1707
assoc_recall,nope,0,3163904,24.013473930872877,0.2606912712360867,1707
assoc_recall,nope,0,3163904,25.95896834701055,0.2514654161781946,1706
assoc_recall,nope,0,3163904,28.31927357937903,0.2390158172231986,1707
assoc_recall,nope,0,3163904,32.3585237258348,0.26479203280609254,1707
assoc_recall,nope,1,3163904,7.589097303634232,0.25732708089097306,1706
assoc_recall,nope,1,3163904,11.579964850615115,0.24253075571177504,1707
assoc_recall,nope,1,3163904,14.039250146455771,0.25717633274751023,1707
assoc_recall,nope,1,3163904,16.019343493552167,0.2444314185228605,1706
assoc_recall,nope,1,3163904,17.68424135910955,0.23608670181605154,1707
assoc_recall,nope,1,3163904,19.38722905682484,0.2601054481546573,1707
assoc_recall,nope,1,3163904,20.80187573270809,0.25908558030480655,1706
assoc_recall,nope,1,3163904,22.398359695371997,0.2513181019332162,1707
assoc_recall,nope,1,3163904,24.080257762155828,0.2454598711189221,1707
assoc_recall,nope,1,3163904,26.070926143024618,0.25381008206330596,1706
assoc_recall,nope,1,3163904,28.623315758640892,0.23315758640890452,1707
assoc_recall,nope,1,3163904,32.62272993555946,0.2501464557703574,1707
assoc_recall,nope,2,3163904,7.531066822977726,0.27667057444314186,1706
assoc_recall,nope,2,3163904,11.549502050380784,0.29408318687756296,1707
assoc_recall,nope,2,3163904,13.971880492091389,0.2753368482718219,1707
assoc_recall,nope,2,3163904,15.930246189917936,0.2620164126611958,1706
assoc_recall,nope,2,3163904,17.61394258933802,0.28002343292325715,1707
assoc_recall,nope,2,3163904,19.282366725248973,0.26479203280609254,1707
assoc_recall,nope,2,3163904,20.702227432590856,0.2514654161781946,1706
assoc_recall,nope,2,3163904,22.31458699472759,0.27299355594610425,1707
assoc_recall,nope,2,3163904,23.99765670767428,0.26537785588752194,1707
assoc_recall,nope,2,3163904,25.964243845252053,0.2567409144196952,1706
assoc_recall,nope,2,3163904,28.376684241359108,0.2519039250146456,1707
assoc_recall,nope,2,3163904,32.471587580550676,0.255418863503222,1707
assoc_recall,rope,0,3163904,7.53810082063306,0.264947245017585,1706
assoc_recall,rope,0,3163904,11.390158172231986,0.27299355594610425,1707
assoc_recall,rope,0,3163904,13.827768014059753,0.27650849443468073,1707
assoc_recall,rope,0,3163904,15.74208675263775,0.25791324736225085,1706
assoc_recall,rope,0,3163904,17.540714704159345,0.252489748096075,1707
assoc_recall,rope,0,3163904,19.19742237844171,0.2694786174575278,1707
assoc_recall,rope,0,3163904,20.64126611957796,0.2514654161781946,1706
assoc_recall,rope,0,3163904,22.333333333333332,0.2583479789103691,1707
assoc_recall,rope,0,3163904,24.013473930872877,0.24897480960749854,1707
assoc_recall,rope,0,3163904,25.95896834701055,0.25205158264947247,1706
assoc_recall,rope,0,3163904,28.31927357937903,0.24253075571177504,1707
assoc_recall,rope,0,3163904,32.3585237258348,0.2606912712360867,1707
assoc_recall,rope,1,3163904,7.589097303634232,0.26143024618991795,1706
assoc_recall,rope,1,3163904,11.579964850615115,0.24897480960749854,1707
assoc_recall,rope,1,3163904,14.039250146455771,0.2612770943175161,1707
assoc_recall,rope,1,3163904,16.019343493552167,0.24677608440797186,1706
assoc_recall,rope,1,3163904,17.68424135910955,0.22964264792032807,1707
assoc_recall,rope,1,3163904,19.38722905682484,0.2589338019917985,1707
assoc_recall,rope,1,3163904,20.80187573270809,0.2608440797186401,1706
assoc_recall,rope,1,3163904,22.398359695371997,0.24838898652606914,1707
assoc_recall,rope,1,3163904,24.080257762155828,0.24956063268892795,1707
assoc_recall,rope,1,3163904,26.070926143024618,0.246189917936694,1706
assoc_recall,rope,1,3163904,28.623315758640892,0.24077328646748683,1707
assoc_recall,rope,1,3163904,32.62272993555946,0.2595196250732279,1707
assoc_recall,rope,2,3163904,7.531066822977726,0.2895662368112544,1706
assoc_recall,rope,2,3163904,11.549502050380784,0.29173989455184535,1707
assoc_recall,rope,2,3163904,13.971880492091389,0.2747510251903925,1707
assoc_recall,rope,2,3163904,15.930246189917936,0.2637749120750293,1706
assoc_recall,rope,2,3163904,17.61394258933802,0.27299355594610425,1707
assoc_recall,rope,2,3163904,19.282366725248973,0.26420620972466313,1707
assoc_recall,rope,2,3163904,20.702227432590856,0.2502930832356389,1706
assoc_recall,rope,2,3163904,22.31458699472759,0.27299355594610425,1707
assoc_recall,rope,2,3163904,23.99765670767428,0.2659636789689514,1707
assoc_recall,rope,2,3163904,25.964243845252053,0.26025791324736225,1706
assoc_recall,rope,2,3163904,28.376684241359108,0.2478031634446397,1707
assoc_recall,rope,2,3163904,32.471587580550676,0.2583479789103691,1707
assoc_recall,semrf_hard,0,3250307,7.53810082063306,1.0,1706
assoc_recall,semrf_hard,0,3250307,11.390158172231986,1.0,1707
assoc_recall,semrf_hard,0,3250307,13.827768014059753,1.0,1707
assoc_recall,semrf_hard,0,3250307,15.74208675263775,1.0,1706
assoc_recall,semrf_hard,0,3250307,17.540714704159345,1.0,1707
assoc_recall,semrf_hard,0,3250307,19.19742237844171,1.0,1707
assoc_recall,semrf_hard,0,3250307,20.64126611957796,1.0,1706
assoc_recall,semrf_hard,0,3250307,22.333333333333332,1.0,1707
assoc_recall,semrf_hard,0,3250307,24.013473930872877,1.0,1707
assoc_recall,semrf_hard,0,3250307,25.95896834701055,1.0,1706
assoc_recall,semrf_hard,0,3250307,28.31927357937903,1.0,1707
assoc_recall,semrf_hard,0,3250307,32.3585237258348,1.0,1707
assoc_recall,semrf_hard,1,3250307,7.589097303634232,1.0,1706
assoc_recall,semrf_hard,1,3250307,11.579964850615115,1.0,1707
assoc_recall,semrf_hard,1,3250307,14.039250146455771,1.0,1707
assoc_recall,semrf_hard,1,3250307,16.019343493552167,1.0,1706
assoc_recall,semrf_hard,1,3250307,17.68424135910955,1.0,1707
assoc_recall,semrf_hard,1,3250307,19.38722905682484,1.0,1707
assoc_recall,semrf_hard,1,3250307,20.80187573270809,1.0,1706
assoc_recall,semrf_hard,1,3250307,22.398359695371997,1.0,1707
assoc_recall,semrf_hard,1,3250307,24.080257762155828,1.0,1707
assoc_recall,semrf_hard,1,3250307,26.070926143024618,1.0,1706
assoc_recall,semrf_hard,1,3250307,28.623315758640892,1.0,1707
assoc_recall,semrf_hard,1,3250307,32.62272993555946,1.0,1707
assoc_recall,semrf_K64,0,3266819,7.53810082063306,1.0,1706
assoc_recall,semrf_K64,0,3266819,11.390158172231986,1.0,1707
assoc_recall,semrf_K64,0,3266819,13.827768014059753,1.0,1707
assoc_recall,semrf_K64,0,3266819,15.74208675263775,1.0,1706
assoc_recall,semrf_K64,0,3266819,17.540714704159345,1.0,1707
assoc_recall,semrf_K64,0,3266819,19.19742237844171,1.0,1707
assoc_recall,semrf_K64,0,3266819,20.64126611957796,1.0,1706
assoc_recall,semrf_K64,0,3266819,22.333333333333332,1.0,1707
assoc_recall,semrf_K64,0,3266819,24.013473930872877,1.0,1707
assoc_recall,semrf_K64,0,3266819,25.95896834701055,1.0,1706
assoc_recall,semrf_K64,0,3266819,28.31927357937903,1.0,1707
assoc_recall,semrf_K64,0,3266819,32.3585237258348,1.0,1707
assoc_recall,semrf_K64,1,3266819,7.589097303634232,1.0,1706
assoc_recall,semrf_K64,1,3266819,11.579964850615115,1.0,1707
assoc_recall,semrf_K64,1,3266819,14.039250146455771,1.0,1707
assoc_recall,semrf_K64,1,3266819,16.019343493552167,1.0,1706
assoc_recall,semrf_K64,1,3266819,17.68424135910955,1.0,1707
assoc_recall,semrf_K64,1,3266819,19.38722905682484,1.0,1707
assoc_recall,semrf_K64,1,3266819,20.80187573270809,1.0,1706
assoc_recall,semrf_K64,1,3266819,22.398359695371997,1.0,1707
assoc_recall,semrf_K64,1,3266819,24.080257762155828,1.0,1707
assoc_recall,semrf_K64,1,3266819,26.070926143024618,1.0,1706
assoc_recall,semrf_K64,1,3266819,28.623315758640892,1.0,1707
assoc_recall,semrf_K64,1,3266819,32.62272993555946,1.0,1707
assoc_recall,semrf_K8,0,3248003,7.53810082063306,0.5990621336459554,1706
assoc_recall,semrf_K8,0,3248003,11.390158172231986,0.6162858816637375,1707
assoc_recall,semrf_K8,0,3248003,13.827768014059753,0.6022261277094317,1707
assoc_recall,semrf_K8,0,3248003,15.74208675263775,0.6060961313012896,1706
assoc_recall,semrf_K8,0,3248003,17.540714704159345,0.60398359695372,1707
assoc_recall,semrf_K8,0,3248003,19.19742237844171,0.5916813122437024,1707
assoc_recall,semrf_K8,0,3248003,20.64126611957796,0.6060961313012896,1706
assoc_recall,semrf_K8,0,3248003,22.333333333333332,0.6174575278265964,1707
assoc_recall,semrf_K8,0,3248003,24.013473930872877,0.606912712360867,1707
assoc_recall,semrf_K8,0,3248003,25.95896834701055,0.6025791324736225,1706
assoc_recall,semrf_K8,0,3248003,28.31927357937903,0.6285881663737551,1707
assoc_recall,semrf_K8,0,3248003,32.3585237258348,0.6490919742237844,1707
assoc_recall,semrf_K8,1,3248003,7.589097303634232,1.0,1706
assoc_recall,semrf_K8,1,3248003,11.579964850615115,1.0,1707
assoc_recall,semrf_K8,1,3248003,14.039250146455771,1.0,1707
assoc_recall,semrf_K8,1,3248003,16.019343493552167,1.0,1706
assoc_recall,semrf_K8,1,3248003,17.68424135910955,1.0,1707
assoc_recall,semrf_K8,1,3248003,19.38722905682484,1.0,1707
assoc_recall,semrf_K8,1,3248003,20.80187573270809,1.0,1706
assoc_recall,semrf_K8,1,3248003,22.398359695371997,1.0,1707
assoc_recall,semrf_K8,1,3248003,24.080257762155828,1.0,1707
assoc_recall,semrf_K8,1,3248003,26.070926143024618,1.0,1706
assoc_recall,semrf_K8,1,3248003,28.623315758640892,1.0,1707
assoc_recall,semrf_K8,1,3248003,32.62272993555946,1.0,1707
assoc_recall,semrf_no_res,0,3233923,7.53810082063306,0.27784290738569756,1706
assoc_recall,semrf_no_res,0,3233923,11.390158172231986,0.27299355594610425,1707
assoc_recall,semrf_no_res,0,3233923,13.827768014059753,0.27065026362038663,1707
assoc_recall,semrf_no_res,0,3233923,15.74208675263775,0.26436107854630714,1706
assoc_recall,semrf_no_res,0,3233923,17.540714704159345,0.2589338019917985,1707
assoc_recall,semrf_no_res,0,3233923,19.19742237844171,0.2612770943175161,1707
assoc_recall,semrf_no_res,0,3233923,20.64126611957796,0.24794841735052756,1706
assoc_recall,semrf_no_res,0,3233923,22.333333333333332,0.2589338019917985,1707
assoc_recall,semrf_no_res,0,3233923,24.013473930872877,0.2513181019332162,1707
assoc_recall,semrf_no_res,0,3233923,25.95896834701055,0.2485345838218054,1706
assoc_recall,semrf_no_res,0,3233923,28.31927357937903,0.23198594024604569,1707
assoc_recall,semrf_no_res,0,3233923,32.3585237258348,0.2542472173403632,1707
assoc_recall,semrf_no_res,1,3233923,7.589097303634232,1.0,1706
assoc_recall,semrf_no_res,1,3233923,11.579964850615115,1.0,1707
assoc_recall,semrf_no_res,1,3233923,14.039250146455771,1.0,1707
assoc_recall,semrf_no_res,1,3233923,16.019343493552167,1.0,1706
assoc_recall,semrf_no_res,1,3233923,17.68424135910955,1.0,1707
assoc_recall,semrf_no_res,1,3233923,19.38722905682484,1.0,1707
assoc_recall,semrf_no_res,1,3233923,20.80187573270809,1.0,1706
assoc_recall,semrf_no_res,1,3233923,22.398359695371997,1.0,1707
assoc_recall,semrf_no_res,1,3233923,24.080257762155828,1.0,1707
assoc_recall,semrf_no_res,1,3233923,26.070926143024618,1.0,1706
assoc_recall,semrf_no_res,1,3233923,28.623315758640892,1.0,1707
assoc_recall,semrf_no_res,1,3233923,32.62272993555946,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,7.53810082063306,1.0,1706
assoc_recall,semrf_no_sem,0,3250051,11.390158172231986,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,13.827768014059753,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,15.74208675263775,1.0,1706
assoc_recall,semrf_no_sem,0,3250051,17.540714704159345,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,19.19742237844171,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,20.64126611957796,1.0,1706
assoc_recall,semrf_no_sem,0,3250051,22.333333333333332,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,24.013473930872877,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,25.95896834701055,1.0,1706
assoc_recall,semrf_no_sem,0,3250051,28.31927357937903,1.0,1707
assoc_recall,semrf_no_sem,0,3250051,32.3585237258348,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,7.589097303634232,1.0,1706
assoc_recall,semrf_no_sem,1,3250051,11.579964850615115,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,14.039250146455771,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,16.019343493552167,1.0,1706
assoc_recall,semrf_no_sem,1,3250051,17.68424135910955,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,19.38722905682484,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,20.80187573270809,1.0,1706
assoc_recall,semrf_no_sem,1,3250051,22.398359695371997,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,24.080257762155828,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,26.070926143024618,1.0,1706
assoc_recall,semrf_no_sem,1,3250051,28.623315758640892,1.0,1707
assoc_recall,semrf_no_sem,1,3250051,32.62272993555946,1.0,1707
assoc_recall,semrf_no_time,0,3250179,7.53810082063306,0.2532239155920281,1706
assoc_recall,semrf_no_time,0,3250179,11.390158172231986,0.2823667252489748,1707
assoc_recall,semrf_no_time,0,3250179,13.827768014059753,0.29759812536613944,1707
assoc_recall,semrf_no_time,0,3250179,15.74208675263775,0.29718640093786636,1706
assoc_recall,semrf_no_time,0,3250179,17.540714704159345,0.29876977152899825,1707
assoc_recall,semrf_no_time,0,3250179,19.19742237844171,0.29994141769185706,1707
assoc_recall,semrf_no_time,0,3250179,20.64126611957796,0.317116060961313,1706
assoc_recall,semrf_no_time,0,3250179,22.333333333333332,0.3145869947275923,1707
assoc_recall,semrf_no_time,0,3250179,24.013473930872877,0.3321616871704745,1707
assoc_recall,semrf_no_time,0,3250179,25.95896834701055,0.33821805392731535,1706
assoc_recall,semrf_no_time,0,3250179,28.31927357937903,0.3520796719390744,1707
assoc_recall,semrf_no_time,0,3250179,32.3585237258348,0.408904510837727,1707
assoc_recall,semrf_no_time,1,3250179,7.589097303634232,0.25381008206330596,1706
assoc_recall,semrf_no_time,1,3250179,11.579964850615115,0.28588166373755125,1707
assoc_recall,semrf_no_time,1,3250179,14.039250146455771,0.3028705330990041,1707
assoc_recall,semrf_no_time,1,3250179,16.019343493552167,0.3300117233294256,1706
assoc_recall,semrf_no_time,1,3250179,17.68424135910955,0.3280609256004687,1707
assoc_recall,semrf_no_time,1,3250179,19.38722905682484,0.3468072642062097,1707
assoc_recall,semrf_no_time,1,3250179,20.80187573270809,0.33704572098475966,1706
assoc_recall,semrf_no_time,1,3250179,22.398359695371997,0.3432923257176333,1707
assoc_recall,semrf_no_time,1,3250179,24.080257762155828,0.335676625659051,1707
assoc_recall,semrf_no_time,1,3250179,26.070926143024618,0.34056271981242675,1706
assoc_recall,semrf_no_time,1,3250179,28.623315758640892,0.37434094903339193,1707
assoc_recall,semrf_no_time,1,3250179,32.62272993555946,0.39250146455770357,1707
assoc_recall,semrf,0,3250307,7.53810082063306,1.0,1706
assoc_recall,semrf,0,3250307,11.390158172231986,1.0,1707
assoc_recall,semrf,0,3250307,13.827768014059753,1.0,1707
assoc_recall,semrf,0,3250307,15.74208675263775,1.0,1706
assoc_recall,semrf,0,3250307,17.540714704159345,1.0,1707
assoc_recall,semrf,0,3250307,19.19742237844171,1.0,1707
assoc_recall,semrf,0,3250307,20.64126611957796,1.0,1706
assoc_recall,semrf,0,3250307,22.333333333333332,1.0,1707
assoc_recall,semrf,0,3250307,24.013473930872877,1.0,1707
assoc_recall,semrf,0,3250307,25.95896834701055,1.0,1706
assoc_recall,semrf,0,3250307,28.31927357937903,1.0,1707
assoc_recall,semrf,0,3250307,32.3585237258348,1.0,1707
assoc_recall,semrf,1,3250307,7.589097303634232,1.0,1706
assoc_recall,semrf,1,3250307,11.579964850615115,1.0,1707
assoc_recall,semrf,1,3250307,14.039250146455771,1.0,1707
assoc_recall,semrf,1,3250307,16.019343493552167,1.0,1706
assoc_recall,semrf,1,3250307,17.68424135910955,1.0,1707
assoc_recall,semrf,1,3250307,19.38722905682484,1.0,1707
assoc_recall,semrf,1,3250307,20.80187573270809,1.0,1706
assoc_recall,semrf,1,3250307,22.398359695371997,1.0,1707
assoc_recall,semrf,1,3250307,24.080257762155828,1.0,1707
assoc_recall,semrf,1,3250307,26.070926143024618,1.0,1706
assoc_recall,semrf,1,3250307,28.623315758640892,1.0,1707
assoc_recall,semrf,1,3250307,32.62272993555946,1.0,1707
assoc_recall,semrf,2,3250307,7.531066822977726,1.0,1706
assoc_recall,semrf,2,3250307,11.549502050380784,1.0,1707
assoc_recall,semrf,2,3250307,13.971880492091389,1.0,1707
assoc_recall,semrf,2,3250307,15.930246189917936,1.0,1706
assoc_recall,semrf,2,3250307,17.61394258933802,1.0,1707
assoc_recall,semrf,2,3250307,19.282366725248973,1.0,1707
assoc_recall,semrf,2,3250307,20.702227432590856,1.0,1706
assoc_recall,semrf,2,3250307,22.31458699472759,1.0,1707
assoc_recall,semrf,2,3250307,23.99765670767428,1.0,1707
assoc_recall,semrf,2,3250307,25.964243845252053,1.0,1706
assoc_recall,semrf,2,3250307,28.376684241359108,1.0,1707
assoc_recall,semrf,2,3250307,32.471587580550676,1.0,1707
assoc_recall,sinusoidal,0,3163904,7.53810082063306,0.26143024618991795,1706
assoc_recall,sinusoidal,0,3163904,11.390158172231986,0.2536613942589338,1707
assoc_recall,sinusoidal,0,3163904,13.827768014059753,0.2501464557703574,1707
assoc_recall,sinusoidal,0,3163904,15.74208675263775,0.24677608440797186,1706
assoc_recall,sinusoidal,0,3163904,17.540714704159345,0.2501464557703574,1707
assoc_recall,sinusoidal,0,3163904,19.19742237844171,0.2694786174575278,1707
assoc_recall,sinusoidal,0,3163904,20.64126611957796,0.24794841735052756,1706
assoc_recall,sinusoidal,0,3163904,22.333333333333332,0.2618629173989455,1707
assoc_recall,sinusoidal,0,3163904,24.013473930872877,0.2507322788517868,1707
assoc_recall,sinusoidal,0,3163904,25.95896834701055,0.2514654161781946,1706
assoc_recall,sinusoidal,0,3163904,28.31927357937903,0.24135910954891623,1707
assoc_recall,sinusoidal,0,3163904,32.3585237258348,0.26362038664323373,1707
assoc_recall,sinusoidal,1,3163904,7.589097303634232,0.27784290738569756,1706
assoc_recall,sinusoidal,1,3163904,11.579964850615115,0.2513181019332162,1707
assoc_recall,sinusoidal,1,3163904,14.039250146455771,0.2606912712360867,1707
assoc_recall,sinusoidal,1,3163904,16.019343493552167,0.25205158264947247,1706
assoc_recall,sinusoidal,1,3163904,17.68424135910955,0.23140011716461628,1707
assoc_recall,sinusoidal,1,3163904,19.38722905682484,0.2548330404217926,1707
assoc_recall,sinusoidal,1,3163904,20.80187573270809,0.24970691676436108,1706
assoc_recall,sinusoidal,1,3163904,22.398359695371997,0.24077328646748683,1707
assoc_recall,sinusoidal,1,3163904,24.080257762155828,0.24077328646748683,1707
assoc_recall,sinusoidal,1,3163904,26.070926143024618,0.2485345838218054,1706
assoc_recall,sinusoidal,1,3163904,28.623315758640892,0.25717633274751023,1707
assoc_recall,sinusoidal,1,3163904,32.62272993555946,0.24428822495606328,1707
assoc_recall,sinusoidal,2,3163904,7.531066822977726,0.2485345838218054,1706
assoc_recall,sinusoidal,2,3163904,11.549502050380784,0.2595196250732279,1707
assoc_recall,sinusoidal,2,3163904,13.971880492091389,0.2401874633860574,1707
assoc_recall,sinusoidal,2,3163904,15.930246189917936,0.2309495896834701,1706
assoc_recall,sinusoidal,2,3163904,17.61394258933802,0.24311657879320445,1707
assoc_recall,sinusoidal,2,3163904,19.282366725248973,0.22026947861745752,1707
